,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
2491,0,1,714,714,357,714,102,102,238,357,714,714,714,357,357,357,357,357,714,714,714,714,238,357,714,357,714,238,714,714,714,714,714,714,714,714,51,102,357,238,714,357,34,-1,102,714,42,42,714,51,102,714,357,714,714,714,21,42,357,357,357,714,714,714,119,714,357,714,357,714,714,714,714,714,714,714,714,714,714,51,102,357,714,357,714,102,-1,102,714,714,238,714,51,102,238,714,714,357,714,714
767,0,1,252,126,126,252,12,18,84,63,21,42,126,252,84,252,63,252,252,252,252,126,252,84,252,126,42,42,126,84,126,84,252,126,126,252,6,-1,21,252,126,126,36,-1,9,84,126,21,42,9,36,84,252,63,252,252,252,252,126,252,84,252,126,42,42,126,84,126,84,252,126,126,252,42,-1,14,252,126,126,36,12,63,84,63,21,6,-1,36,84,252,63,252,36,36,252,126,252,84,252,126
1121,0,1,574,1722,287,1722,246,246,574,861,861,287,1722,1722,1722,1722,287,861,1722,1722,1722,287,574,861,1722,861,1722,574,1722,1722,1722,861,574,1722,1722,574,123,246,861,574,861,287,82,-1,41,574,1722,574,1722,123,246,574,1722,1722,574,1722,1722,1722,1722,287,1722,1722,1722,1722,287,574,1722,1722,861,1722,574,1722,1722,1722,1722,574,1722,1722,287,246,246,861,14,-1,7,82,-1,41,574,1722,287,1722,123,246,574,861,1722,574,1722,861
1357,0,1,420,210,210,210,60,60,140,105,420,28,210,21,42,105,105,420,420,210,210,84,210,420,420,105,420,70,420,84,420,420,84,420,210,420,30,60,420,210,84,70,30,-1,60,210,210,21,42,30,12,420,210,420,420,420,105,105,105,420,42,-1,42,420,70,210,210,420,420,420,70,420,84,210,21,42,210,210,420,60,30,105,84,105,140,20,-1,60,70,420,84,420,60,12,140,105,420,210,420,420
1711,0,1,1820,1820,910,260,910,910,1820,910,455,910,1820,910,260,455,455,130,1820,1820,364,1820,1820,28,455,130,364,1820,910,910,28,1820,364,1820,364,1820,455,182,910,364,910,364,910,910,910,364,130,910,364,455,1820,364,70,-1,5,1820,1820,130,1820,910,910,1820,910,910,910,1820,130,1820,910,910,26,-1,52,1820,1820,1820,20,455,910,1820,1820,455,910,140,1820,260,1820,1820,260,455,910,182,1820,910,364,455,130,182,1820,910
1457,0,1,1260,630,630,180,140,630,420,315,105,210,315,1260,60,1260,315,180,1260,1260,252,630,1260,84,1260,90,42,210,630,420,126,140,252,630,126,1260,70,-1,35,252,630,126,1260,140,630,84,90,210,42,315,1260,84,1260,630,180,1260,1260,180,630,1260,420,1260,630,210,210,630,60,630,140,1260,18,-1,36,70,-1,35,180,630,630,1260,140,315,420,315,210,30,315,1260,60,1260,315,252,1260,1260,252,630,180,84,1260,630
1829,0,1,36,54,18,27,108,27,12,27,108,108,54,108,108,54,9,36,108,-1,54,54,54,36,108,27,27,18,54,54,108,54,36,36,18,27,54,108,-1,108,108,36,108,18,108,3,6,108,54,27,108,108,108,108,36,36,108,-1,108,108,54,54,108,9,6,108,9,108,12,108,108,18,108,27,54,18,-1,36,54,108,27,27,18,54,54,108,36,54,54,54,36,108,36,18,54,-1,108,54,108,108
1363,0,1,1484,1484,742,742,742,742,1484,742,1484,1484,212,742,1484,1484,371,212,1484,1484,742,1484,742,371,742,371,1484,1484,106,-1,53,1484,1484,742,742,742,371,1484,742,1484,1484,212,742,1484,1484,742,212,1484,1484,371,1484,742,371,371,742,1484,1484,106,-1,106,1484,1484,742,742,742,742,1484,742,1484,1484,212,742,1484,1484,742,212,1484,1484,742,1484,742,371,742,371,1484,1484,106,-1,106,1484,1484,742,742,742,742,1484,742,1484,1484,212
893,0,1,140,140,70,70,70,70,140,70,140,140,140,70,140,140,35,20,140,140,7,140,70,28,35,35,28,140,70,-1,7,140,28,70,14,70,35,28,70,28,140,28,70,140,140,7,20,140,28,35,140,14,70,70,35,140,140,10,-1,70,140,140,70,70,70,70,140,70,140,140,4,-1,28,140,35,140,140,140,70,140,70,35,70,35,140,140,70,-1,10,140,140,14,70,70,14,140,70,28,140,140
437,0,1,420,105,210,20,420,420,140,105,210,420,70,-1,10,420,105,30,140,420,84,140,210,42,420,10,-1,35,420,105,42,140,84,420,28,210,210,84,70,-1,35,84,210,210,140,84,60,140,21,210,420,14,-1,70,60,210,210,20,420,420,140,210,210,420,70,-1,10,420,210,210,4,-1,12,140,105,210,60,70,-1,35,420,105,210,140,420,60,140,105,30,420,70,-1,70,420,42,210,20,84,420,140
667,0,1,660,110,330,330,660,660,220,55,660,132,330,66,66,165,165,660,660,330,330,132,165,660,220,165,660,110,660,12,60,660,132,660,330,660,330,60,60,330,132,330,330,660,660,330,330,33,66,330,132,660,110,220,660,660,165,330,110,660,66,-1,11,660,110,330,30,-1,60,660,110,660,44,165,66,66,165,165,660,660,330,55,132,165,660,660,165,660,330,220,132,660,660,132,220,330,60,30,660,660
589,0,1,1716,572,858,572,858,858,572,286,429,858,1716,858,572,143,429,858,1716,1716,1716,1716,572,132,143,286,1716,572,858,78,12,1716,1716,1716,1716,1716,429,78,78,1716,286,1716,286,286,858,572,858,429,1716,429,1716,1716,22,-1,33,1716,1716,858,572,286,858,1716,286,858,286,1716,26,-1,13,858,286,1716,572,1716,1716,572,44,429,858,1716,1716,143,286,132,1716,1716,1716,1716,1716,143,858,286,572,858,572,858,78,78,1716,858
713,0,1,1908,954,954,1908,212,954,636,477,159,318,477,1908,636,1908,477,1908,1908,1908,1908,954,1908,636,1908,954,318,318,954,636,954,212,1908,477,477,1908,106,-1,106,1908,954,954,1908,212,477,636,954,159,318,477,1908,636,1908,477,1908,1908,1908,1908,954,1908,636,1908,954,318,318,954,636,954,212,1908,954,954,1908,106,-1,53,1908,954,954,1908,212,477,636,477,318,318,477,1908,636,1908,477,1908,1908,1908,1908,954,1908,636,1908,954
899,0,1,396,198,198,396,132,198,132,99,33,66,198,396,132,396,99,396,396,396,396,198,396,132,396,198,33,66,198,12,18,132,396,99,198,396,66,-1,6,396,198,198,396,44,198,132,198,33,66,99,396,132,396,198,396,396,396,396,198,396,132,396,198,66,66,198,12,-1,4,396,198,99,396,66,-1,22,396,198,198,396,132,99,132,99,33,66,99,396,132,396,99,396,396,396,396,198,36,12,396,198
703,0,1,924,308,462,154,462,462,308,154,924,924,132,462,308,308,231,132,924,924,462,924,154,231,77,77,924,308,66,-1,6,924,924,462,462,462,231,84,42,924,308,132,154,308,924,154,132,924,924,231,924,462,154,154,231,924,924,66,-1,11,924,924,154,462,154,231,28,-1,28,924,44,462,308,924,462,44,308,924,462,924,462,77,77,231,924,924,66,-1,33,308,924,154,154,462,154,924,42,84,924,132
851,0,1,1060,424,530,1060,2120,2120,1060,212,265,2120,2120,2120,424,2120,265,2120,530,2120,1060,1060,2120,530,2120,530,2120,424,2120,2120,2120,530,212,1060,2120,2120,1060,265,424,1060,106,-1,53,1060,424,530,1060,2120,2120,1060,212,530,2120,2120,2120,424,2120,265,2120,530,2120,1060,1060,2120,530,2120,530,2120,424,2120,2120,2120,530,212,1060,2120,2120,1060,530,424,1060,106,-1,53,1060,424,530,1060,2120,2120,1060,212,265,2120,2120,2120,424,2120,530,2120
1147,0,1,1044,522,522,1044,116,261,348,261,174,174,261,1044,348,1044,261,1044,1044,1044,1044,522,1044,348,1044,522,87,174,522,348,522,116,1044,522,522,1044,58,-1,58,1044,522,522,1044,116,522,348,261,174,174,261,1044,348,1044,261,1044,1044,1044,1044,18,-1,12,1044,522,87,174,522,348,522,116,1044,522,261,1044,58,-1,29,1044,522,522,1044,116,261,348,522,87,174,261,1044,348,1044,522,1044,1044,1044,1044,522,1044,348,1044,522
817,0,1,468,234,234,468,156,234,156,117,39,78,234,468,156,468,117,468,468,468,468,234,468,12,36,234,39,78,234,156,234,156,468,234,234,468,78,-1,13,468,234,234,468,156,117,156,117,78,78,117,468,156,468,234,468,36,36,468,234,468,156,468,234,78,78,234,156,234,156,468,234,234,468,78,-1,78,468,234,18,-1,4,117,156,117,39,78,234,468,156,468,117,468,468,468,468,234,468,156,468,234
989,0,1,1166,4664,583,2332,4664,4664,1166,2332,2332,1166,424,4664,4664,4664,583,2332,2332,4664,2332,2332,1166,4664,4664,1166,4664,4664,4664,4664,4664,4664,1166,4664,212,4664,2332,424,4664,583,2332,4664,2332,4664,1166,1166,4664,2332,4664,2332,1166,4664,424,2332,4664,212,4664,1166,4664,4664,4664,4664,4664,4664,583,4664,4664,1166,2332,2332,4664,2332,2332,1166,4664,4664,4664,424,1166,2332,2332,1166,4664,4664,2332,1166,4664,1166,106,-1,53,1166,4664,1166,2332,4664,4664,1166,2332,2332
1247,0,1,902,3608,451,1804,3608,3608,902,1804,1804,902,328,3608,3608,3608,451,1804,1804,3608,1804,1804,902,3608,3608,902,3608,3608,3608,3608,3608,3608,902,3608,164,3608,1804,328,3608,902,1804,3608,1804,3608,902,902,3608,1804,3608,1804,902,3608,328,1804,3608,164,3608,902,3608,3608,3608,3608,3608,3608,451,3608,3608,902,1804,1804,3608,1804,1804,902,3608,3608,3608,328,451,1804,1804,902,88,-1,44,902,3608,902,82,-1,41,902,3608,451,1804,3608,3608,902,1804,1804
1333,0,1,429,3432,429,1716,3432,3432,143,1716,572,858,104,3432,1144,1144,429,572,572,3432,1716,572,286,264,264,858,3432,1144,3432,3432,3432,3432,429,1144,156,3432,1716,312,1144,858,1716,1144,1716,3432,858,429,1144,1716,3432,1716,858,3432,104,1716,3432,12,264,286,1144,3432,3432,1144,1144,3432,143,1144,3432,143,1716,572,3432,572,1716,858,3432,3432,3432,312,22,-1,44,858,3432,3432,1716,858,3432,286,78,-1,39,286,3432,286,572,3432,1144,143,1716,1716
1591,0,1,204,102,102,204,204,204,68,51,102,204,102,-1,17,204,51,102,204,204,204,204,102,102,204,102,-1,34,204,51,102,68,204,204,68,102,102,204,102,-1,102,204,102,102,204,204,12,12,102,102,204,102,-1,102,204,51,6,12,204,204,204,51,102,204,34,-1,17,204,51,102,204,204,204,68,102,102,204,102,-1,17,204,51,102,204,204,204,204,102,102,204,34,-1,51,204,102,102,204,204,204,204
611,0,1,900,2700,450,675,540,2700,300,1350,108,2700,2700,2700,540,2700,225,180,2700,900,1350,1350,1350,900,2700,675,2700,900,2700,2700,2700,1350,180,100,900,2700,270,2700,900,540,2700,60,2700,450,540,150,300,2700,2700,1350,2700,2700,2700,2700,900,900,2700,540,2700,2700,540,2700,540,300,150,540,900,2700,300,540,2700,450,2700,2700,2700,900,100,900,675,2700,675,675,450,2700,270,2700,900,270,1350,2700,900,108,900,900,2700,540,2700,675,2700,2700
11663,0,1,1428,476,714,714,714,357,476,238,476,1428,204,238,476,1428,357,204,1428,1428,714,1428,238,119,238,357,1428,476,102,-1,17,476,1428,714,238,714,357,476,714,476,1428,204,238,1428,1428,714,12,84,1428,357,1428,714,357,714,714,1428,84,6,-1,51,1428,476,714,714,238,714,476,714,1428,476,204,714,476,476,714,204,476,1428,714,476,238,119,357,357,1428,1428,102,-1,102,476,476,714,714,238,238,476,714,1428,1428,204
1081,0,1,612,306,306,612,204,153,204,153,102,102,306,612,204,612,153,612,612,612,612,306,612,204,612,306,51,102,306,204,306,68,612,153,153,612,102,-1,51,612,306,306,612,204,306,204,9,6,102,153,612,204,612,306,612,612,36,36,306,612,204,612,306,51,102,306,204,306,204,612,306,306,612,34,-1,102,612,306,306,612,68,153,204,153,102,102,306,612,204,612,306,612,612,612,612,306,612,204,612,306
2183,0,1,364,1092,182,1092,78,78,364,546,273,182,1092,273,1092,273,91,546,1092,1092,1092,364,364,84,273,546,1092,364,546,546,84,1092,364,1092,1092,364,39,78,546,364,546,364,26,-1,13,364,546,91,1092,39,156,364,42,-1,7,1092,1092,546,1092,182,546,1092,546,546,182,364,273,1092,273,546,182,1092,1092,1092,1092,364,84,546,182,156,156,273,182,84,364,52,-1,52,364,546,182,546,156,78,364,273,546,91,1092,273
11009,0,1,180,270,90,270,540,540,60,135,540,108,270,108,108,135,45,180,540,180,270,108,135,180,540,135,540,90,540,108,540,540,36,20,90,540,270,540,180,540,108,60,540,180,540,30,30,108,54,270,108,540,540,540,180,180,540,540,540,540,54,-1,108,60,30,540,90,540,60,540,540,180,108,135,54,18,60,180,540,540,270,135,36,270,540,540,180,540,270,540,36,540,180,36,540,540,540,270,540,540
2537,0,1,1092,1092,546,546,546,546,364,546,364,1092,52,546,364,364,273,52,364,1092,273,364,182,21,42,273,1092,364,78,-1,78,1092,1092,182,546,546,273,1092,182,1092,1092,52,546,1092,1092,273,52,1092,1092,273,1092,546,91,546,546,84,84,26,-1,78,1092,364,182,546,182,91,1092,182,1092,364,156,182,1092,1092,546,156,1092,1092,14,-1,14,273,546,273,1092,1092,78,-1,39,364,1092,182,546,182,182,1092,182,364,1092,156
1273,0,1,153,204,153,1224,612,408,51,102,136,1224,612,1224,1224,1224,153,408,306,612,1224,408,136,612,204,612,1224,68,1224,1224,408,1224,153,1224,1224,612,306,306,612,1224,1224,306,1224,408,1224,1224,12,72,612,204,612,408,408,1224,612,153,24,18,1224,1224,1224,612,1224,408,51,102,408,612,1224,306,204,306,34,-1,102,306,204,306,1224,612,408,51,102,408,1224,612,1224,1224,1224,306,408,306,612,1224,408,136,612,204,612,1224
1541,0,1,828,414,414,828,92,207,276,207,138,138,207,828,276,828,207,828,828,828,828,414,828,276,828,414,138,138,414,276,414,92,828,414,207,828,46,-1,46,828,414,414,828,92,414,276,18,-1,6,207,828,276,828,207,828,828,828,828,414,828,276,828,414,69,138,414,276,414,92,828,414,207,828,46,-1,23,828,414,414,828,92,207,276,207,69,138,414,828,276,828,414,828,828,36,-1,18,828,276,828,414
1943,0,1,468,468,234,468,234,78,156,234,234,78,156,234,468,234,117,234,52,-1,52,468,468,36,117,234,156,156,117,234,12,156,468,468,468,468,117,26,-1,52,234,468,117,234,117,156,78,117,468,39,156,468,18,-1,9,468,52,-1,52,234,234,468,234,117,78,156,117,468,39,78,234,468,468,468,468,52,-1,13,234,468,468,117,234,12,156,468,468,156,156,234,234,234,468,234,52,-1,26,234,468,117
2077,0,1,468,1404,234,1404,1404,702,156,702,1404,1404,1404,1404,1404,351,117,468,1404,468,1404,1404,1404,36,1404,702,1404,468,702,702,108,1404,468,52,468,1404,702,1404,234,1404,1404,156,1404,234,1404,156,78,1404,1404,351,1404,1404,108,-1,36,468,1404,1404,1404,1404,702,1404,1404,39,78,1404,117,1404,156,1404,1404,468,1404,1404,1404,468,4,468,702,1404,1404,351,234,108,1404,1404,468,1404,1404,351,468,1404,468,234,1404,1404,1404,351,1404,1404
2479,0,1,561,1496,561,2244,4488,4488,187,748,748,1122,408,1496,1496,4488,561,2244,2244,4488,2244,2244,374,1496,1496,1122,4488,1496,4488,4488,1496,1496,561,4488,68,4488,2244,136,4488,374,2244,4488,748,4488,1122,1122,264,132,4488,2244,1122,4488,408,2244,4488,204,264,66,4488,4488,4488,1496,4488,4488,187,4488,1496,1122,2244,748,4488,2244,748,374,4488,4488,1496,408,1122,748,748,374,4488,4488,2244,1122,4488,1122,102,-1,34,561,4488,187,748,1496,4488,561,2244,2244
2881,0,1,812,812,406,406,406,203,812,406,812,812,116,406,812,812,203,116,812,812,203,812,406,406,406,203,812,812,58,-1,58,812,812,406,406,406,203,812,406,812,812,116,406,812,812,203,116,812,812,203,812,406,406,203,406,812,812,58,-1,-1,28,812,406,406,406,406,812,406,812,812,116,406,812,812,203,116,812,812,203,812,406,203,406,406,812,812,58,-1,29,812,812,406,406,406,203,812,406,812,812,116
871,0,1,954,636,477,3816,1908,1272,318,318,424,3816,1908,3816,3816,3816,477,1272,954,1908,3816,1272,424,1908,636,1908,3816,212,3816,3816,1272,3816,954,3816,3816,1908,954,477,1908,3816,3816,954,3816,1272,3816,3816,212,3816,1908,636,1908,424,1272,3816,1908,954,1272,954,3816,3816,3816,1908,3816,424,159,318,1272,1908,3816,954,636,954,106,-1,106,477,636,954,3816,1908,1272,159,318,424,3816,1908,3816,3816,3816,477,1272,954,1908,3816,1272,424,1908,636,1908,3816
7739,0,1,260,780,130,156,78,390,260,390,195,390,780,390,780,130,65,390,780,780,780,780,780,20,390,78,156,260,195,130,4,-1,52,260,780,260,39,78,390,260,390,780,390,390,390,780,130,65,780,195,780,780,30,-1,10,780,156,78,260,390,130,52,-1,13,130,780,65,156,78,195,130,780,780,780,780,780,60,130,130,780,780,195,390,60,780,260,780,156,156,130,390,130,52,-1,52,65,390,65,156,78
3551,0,1,1196,1196,598,1196,598,598,1196,598,598,598,1196,598,1196,598,299,598,1196,1196,1196,1196,1196,92,299,598,1196,1196,299,598,92,1196,1196,1196,1196,1196,299,598,598,1196,598,1196,299,598,598,1196,26,-1,52,299,1196,1196,46,-1,23,1196,1196,598,1196,598,598,1196,598,299,598,1196,598,1196,299,598,598,1196,1196,1196,1196,1196,92,598,598,1196,1196,299,598,92,1196,1196,1196,1196,1196,299,598,598,1196,26,-1,13,598,299,1196,598
3953,0,1,396,297,198,594,1188,594,132,297,1188,1188,594,1188,1188,594,99,396,1188,396,594,594,54,-1,108,297,297,99,594,594,1188,594,396,44,198,297,594,1188,198,1188,1188,132,1188,198,1188,6,-1,108,297,297,1188,1188,1188,1188,396,396,1188,1188,1188,1188,594,594,1188,66,66,1188,198,1188,12,-1,108,198,1188,297,594,99,44,396,297,1188,594,297,198,594,594,1188,396,594,594,594,396,108,-1,18,594,1188,1188,594,1188,1188
4087,0,1,180,270,90,27,108,135,60,135,540,540,270,540,540,270,45,180,540,180,270,270,270,180,540,27,54,90,270,270,108,-1,36,20,90,135,54,108,45,540,540,60,540,90,540,15,30,540,270,135,540,540,540,540,180,180,108,108,540,540,270,54,-1,3,30,540,45,108,12,540,540,90,540,270,270,90,60,180,135,540,135,135,90,270,270,540,180,54,54,270,180,540,36,-1,54,540,540,135,108,108
923,0,1,644,644,322,322,322,161,644,322,644,644,92,322,644,644,161,92,644,644,322,644,322,322,161,161,644,644,46,-1,46,644,644,322,322,322,161,644,322,644,644,92,322,644,644,322,4,-1,28,161,644,322,322,161,161,644,644,46,-1,23,644,644,322,322,322,161,644,322,644,644,92,322,644,644,161,92,644,644,322,644,322,161,322,161,644,644,46,-1,46,644,644,322,322,14,-1,28,322,644,644,92
3379,0,1,385,3080,385,220,3080,3080,385,1540,1540,770,280,3080,440,3080,385,220,1540,3080,308,1540,770,616,3080,110,616,3080,3080,3080,616,3080,77,3080,28,3080,1540,56,3080,154,1540,616,1540,3080,770,77,440,1540,616,1540,770,616,280,1540,440,140,3080,110,3080,3080,3080,3080,3080,3080,385,3080,440,770,1540,1540,88,-1,44,770,3080,3080,440,280,770,1540,1540,770,3080,3080,1540,110,3080,770,10,-1,35,77,3080,770,308,3080,440,154,1540,1540
1349,0,1,180,90,90,36,12,45,60,45,15,30,90,180,60,180,45,180,180,180,180,90,180,60,180,18,6,30,90,60,18,-1,36,45,90,180,6,-1,15,180,90,90,180,60,90,60,90,15,30,45,180,60,180,90,180,180,36,36,90,180,60,36,-1,3,30,90,60,18,12,180,45,45,180,30,-1,30,180,90,90,180,60,45,60,90,30,30,90,36,12,180,45,180,36,-1,36,90,180,60,36,18
3149,0,1,276,69,138,92,276,276,92,69,138,276,46,-1,23,276,69,138,92,276,276,92,138,138,276,46,-1,23,276,138,138,92,276,276,92,138,138,276,46,-1,46,276,69,138,92,276,12,-1,3,138,276,46,-1,23,276,69,138,92,276,276,92,69,138,276,46,-1,46,276,69,138,92,276,276,92,69,138,276,46,-1,23,276,69,138,92,276,276,92,138,138,276,46,-1,46,12,-1,6,92,276,276,92
3599,0,1,60,30,30,30,60,60,20,15,60,60,30,30,30,30,15,60,60,30,15,60,30,20,60,15,60,10,60,60,60,-1,12,20,30,60,30,60,60,30,60,30,30,60,60,30,30,15,30,30,60,60,30,60,60,60,15,30,10,60,10,-1,-1,60,10,30,30,60,60,60,5,60,60,30,30,30,15,30,60,60,30,15,60,30,60,20,30,60,30,20,60,60,60,-1,20,5,60,30,60,60
6161,0,1,660,110,330,330,660,660,220,55,660,44,165,33,66,330,165,660,660,330,110,132,30,-1,20,165,660,110,220,132,660,660,132,220,110,660,330,220,220,330,132,110,330,660,660,30,-1,3,66,330,44,660,110,220,660,660,330,330,55,660,22,-1,11,660,110,330,330,660,60,-1,5,660,44,165,66,66,330,165,660,660,330,55,132,330,220,220,330,660,110,220,132,60,-1,12,220,55,660,330,220,220
2867,0,1,180,90,90,90,180,60,60,45,180,12,30,18,18,90,45,180,60,-1,5,36,90,180,180,45,60,30,180,36,60,60,36,180,90,180,90,20,-1,30,36,90,45,180,180,30,30,9,18,30,12,180,90,180,180,180,30,-1,5,180,18,-1,9,180,30,30,90,180,60,60,90,180,36,45,9,6,-1,15,180,180,90,45,36,15,60,180,90,60,30,180,36,180,180,36,20,-1,60,90,180,180
1159,0,1,308,308,154,154,154,154,308,154,308,308,44,154,308,308,77,44,308,308,154,308,14,-1,7,77,308,308,22,-1,22,308,308,154,154,154,77,308,154,308,308,44,154,308,308,14,-1,28,308,77,308,154,77,154,77,308,308,22,-1,11,308,308,154,154,154,154,308,154,28,-1,4,154,308,308,154,44,308,308,77,308,154,77,77,154,308,308,22,-1,22,308,308,14,-1,14,77,308,154,308,308,44
4687,0,1,156,78,78,156,156,156,52,39,78,156,26,-1,26,156,39,78,52,156,156,52,39,6,12,78,-1,26,156,78,78,156,156,156,156,78,78,156,26,-1,39,156,39,78,156,156,156,156,78,78,156,78,-1,78,156,3,6,52,156,156,156,78,78,156,26,-1,78,156,78,78,156,156,156,156,78,78,156,78,-1,-1,12,39,78,156,156,156,156,39,78,156,78,-1,39,156,78,78,52,156,156,156
1403,0,1,315,420,315,360,1260,840,105,210,280,2520,1260,2520,360,2520,315,120,630,1260,504,840,280,252,420,180,504,140,2520,2520,168,2520,63,2520,504,1260,630,63,1260,504,2520,126,2520,840,2520,504,20,2520,252,420,1260,56,840,2520,180,630,840,90,2520,2520,2520,1260,2520,280,105,210,120,1260,2520,630,12,-1,2,-1,35,315,60,315,2520,1260,840,105,210,280,2520,180,2520,2520,360,315,840,126,1260,2520,168,280,180,84,1260,2520
7303,0,1,348,87,174,116,348,348,116,87,174,348,58,-1,58,348,87,174,116,348,348,116,87,174,348,58,-1,29,348,87,174,116,348,348,116,87,174,348,58,-1,58,348,174,174,116,348,348,116,87,174,348,58,-1,29,348,174,174,116,12,-1,4,174,174,348,58,-1,29,348,87,174,116,348,348,116,87,174,348,58,-1,29,348,87,174,116,348,348,116,87,174,348,58,-1,58,348,87,174,116,348,348,116
3127,0,1,140,420,70,42,42,105,140,210,420,420,60,210,420,140,35,60,420,420,105,420,210,70,210,21,84,140,30,-1,2,-1,28,70,210,70,21,84,210,140,420,60,210,420,420,105,20,140,420,105,420,210,210,210,70,420,84,6,-1,15,140,28,-1,14,70,210,140,42,84,420,20,210,420,420,210,60,420,140,35,420,210,105,105,210,420,140,30,-1,6,140,420,70,14,-1,7,140,210,140,84,12
6431,0,1,572,572,286,572,286,286,572,286,286,286,572,143,572,286,143,286,572,572,572,572,52,-1,13,286,572,572,286,286,44,572,572,572,572,572,143,286,286,572,286,572,286,286,286,52,-1,13,572,143,572,572,22,-1,11,572,572,286,572,286,286,572,286,286,286,572,286,572,26,-1,26,572,572,572,572,572,44,143,286,572,572,143,286,44,572,572,572,572,572,286,286,26,-1,26,572,143,286,286,572,286
6649,0,1,36,18,18,36,36,9,12,9,18,6,18,36,36,36,9,36,36,-1,36,18,36,36,36,18,3,6,18,36,18,12,36,18,18,36,18,-1,-1,36,18,18,36,36,9,12,18,9,18,9,36,36,36,18,36,36,36,-1,18,36,36,36,18,9,6,18,36,18,12,36,18,18,36,18,-1,2,-1,18,18,36,36,9,36,9,6,18,18,36,12,36,18,36,36,36,36,-1,36,36,36,18
5777,0,1,198,132,99,792,396,264,66,66,264,792,396,792,792,792,99,264,198,396,792,264,88,396,132,396,792,44,792,72,24,792,198,792,792,396,198,9,36,792,792,198,792,264,792,792,132,792,396,132,396,264,264,792,396,99,264,198,792,792,792,396,792,264,33,66,24,-1,72,198,132,198,22,-1,66,198,132,99,792,396,264,33,66,264,792,396,792,792,792,99,264,198,396,792,264,264,36,12,396,792
1891,0,1,522,348,261,2088,1044,696,174,174,232,2088,1044,2088,2088,2088,261,696,522,1044,2088,696,232,1044,348,1044,2088,116,2088,2088,696,2088,522,2088,2088,1044,522,522,1044,2088,2088,522,2088,696,2088,2088,116,2088,1044,348,1044,232,696,2088,1044,522,696,522,72,-1,72,1044,2088,232,87,174,696,1044,2088,522,348,522,58,-1,29,261,348,522,2088,1044,696,87,174,232,2088,1044,2088,2088,2088,522,696,522,1044,2088,696,232,1044,348,1044,2088
2623,0,1,1508,1508,754,1508,754,754,1508,754,754,754,1508,754,1508,377,377,754,1508,1508,1508,1508,1508,116,754,754,1508,1508,377,754,116,1508,1508,1508,1508,1508,377,754,754,1508,754,1508,754,754,754,1508,377,754,1508,377,1508,1508,58,-1,58,1508,1508,754,52,-1,26,1508,754,377,754,1508,377,1508,377,754,754,1508,1508,1508,1508,1508,116,754,754,1508,1508,377,754,116,1508,1508,1508,1508,1508,754,754,754,1508,754,1508,377,754,754,1508,754
2773,0,1,1380,230,690,690,1380,1380,460,115,1380,92,345,138,138,690,345,1380,1380,690,230,276,690,460,460,345,1380,230,460,276,1380,1380,276,460,115,1380,690,460,460,690,276,230,345,1380,1380,690,30,-1,6,690,92,1380,230,460,1380,1380,345,690,230,1380,46,-1,46,1380,230,690,690,1380,1380,460,230,1380,92,690,69,138,690,690,1380,1380,690,115,276,345,460,460,690,1380,230,460,276,1380,1380,12,-1,5,1380,690,460,460
5123,0,1,28,84,14,42,42,42,28,42,84,28,84,42,84,84,7,84,84,84,42,28,14,21,21,21,84,28,42,-1,42,84,28,42,42,14,21,84,42,28,84,28,14,-1,28,14,84,28,84,21,84,14,21,21,7,84,84,42,-1,7,84,84,42,42,14,14,84,42,84,84,28,42,84,84,21,28,84,84,7,84,42,21,14,21,28,28,-1,-1,14,84,28,42,42,42,14,84,42,28,84,84
7373,0,1,700,2800,350,2800,560,700,700,1400,112,1400,2800,1400,140,100,175,560,200,2800,2800,2800,1400,2800,2800,1400,1400,2800,700,2800,350,1400,140,2800,2800,400,280,2800,2800,560,400,280,400,2800,40,2800,2800,2800,400,350,1400,1400,1400,700,2800,2800,700,140,2800,2800,140,1400,280,1400,350,80,2800,2800,2800,40,2800,400,1400,400,2800,2800,2800,1400,400,2800,2800,700,1400,700,560,350,2800,280,1400,2800,2800,56,2800,2800,2800,40,2800,350,100,700
11639,0,1,60,80,30,60,120,120,20,40,60,40,120,120,24,120,15,120,60,120,20,60,120,20,40,30,120,40,40,120,120,60,12,20,40,120,60,20,40,60,12,-1,15,60,120,30,60,120,120,60,4,60,40,40,120,120,120,15,40,60,40,-1,20,120,10,120,30,120,120,40,40,120,20,60,60,120,120,60,60,120,60,20,-1,15,20,40,30,60,40,40,60,60,60,120,40,40,120,120,20,40
11413,0,1,28,336,14,336,336,42,28,168,336,56,336,168,84,84,7,336,168,336,336,112,56,336,336,168,168,112,42,336,42,168,28,336,336,112,168,336,336,112,336,56,16,-1,8,112,336,112,336,21,168,56,168,84,112,336,84,84,336,112,84,168,168,168,14,112,336,336,336,168,112,336,168,336,336,112,336,168,112,336,336,84,56,42,112,14,-1,56,56,336,112,168,336,336,112,168,336,14,84,84
